,p,% Fully Infected
0,0.02,0.0
1,0.03,2.0
2,0.039999999999999994,16.4
3,0.049999999999999996,35.7
4,0.06,58.1
5,0.06999999999999999,75.3
6,0.07999999999999999,85.2
7,0.09,92.3
8,0.09999999999999999,96.5
9,0.10999999999999999,98.2
10,0.11999999999999998,99.2
11,0.12999999999999998,99.7
12,0.13999999999999999,99.9
13,0.14999999999999997,100.0
14,0.15999999999999998,100.0
