,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.4457,0.30738,0.15194,0.06306,0.0224,0.00697,0.00193,0.00048,0.00011,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
